Port1; Paket_No; Gonderme_Zamani; Basinc; Yukseklik; Inis_Hizi; Sicaklik; Pil_Gerilimi; RPM; GPS_Long; GPS_Lat; Pitch; Roll; Yaw; Donus_Sayisi; Takim_No; Statu;;
;55502;1; 21.07.2020 12:29:20;1009;35,47;3657;30,83;457;41;37;4; Beklemede;1,28;-2,56;0,56;315;0;1
;55502;1; 21.07.2020 12:29:17;1009;35,47;3657;30,84;457;41;37;4; Beklemede;1,25;-2,56;0,58;315;0;1
;55502;1; 21.07.2020 12:28:31;1008,94;35,95;3657;30,88;457;41;37;4; Beklemede;1,19;-2,56;0,57;315;0;1
;55502;1; 21.07.2020 12:28:28;1008,96;35,6;3657;30,87;457;41;37;4; Beklemede;1,16;-2,56;0,63;315;0;1
;55502;1; 21.07.2020 12:28:25;1008,97;35,69;3657;30,87;457;41;37;4; Beklemede;1,11;-2,56;0,57;315;0;1
;55502;1; 21.07.2020 12:28:21;1008,98;35,65;3657;30,88;457;41;37;4; Beklemede;1,29;-2,56;0,52;315;0;1
;55502;1; 21.07.2020 12:28:19;1008,95;35,89;3657;30,88;457;41;37;4; Beklemede;1,21;-2,56;0,59;315;0;1
;55502;1; 21.07.2020 12:28:15;1008,97;35,65;3657;30,89;457;41;37;4; Beklemede;1,21;-2,56;0,5;315;0;1
;55502;1; 21.07.2020 12:28:12;1009,03;35,23;3657;30,88;457;41;37;4; Beklemede;1,11;-2,56;0,71;315;0;1
;55502;1; 21.07.2020 12:28:09;1008,99;35,55;3657;30,89;457;41;37;4; Beklemede;1,17;-2,56;0,44;315;0;1
;55502;1; 21.07.2020 12:28:06;1008,94;35,96;3657;30,89;457;41;37;4; Beklemede;1,19;-2,56;0,57;315;0;1
;55502;1; 21.07.2020 12:28:03;1008,99;35,5;3657;30,89;457;41;37;4; Beklemede;1,21;-2,57;0,4;315;0;1
;55502;1; 21.07.2020 12:28:00;1009,05;35,06;3657;30,89;457;41;37;4; Beklemede;1,26;-2,56;0,57;315;0;1
;55502;1; 21.07.2020 12:27:57;1009,01;35,36;3657;30,89;457;41;37;4; Beklemede;1,23;-2,56;0,62;315;0;1
;55502;1; 21.07.2020 12:27:54;1008,9;36,28;3657;30,87;457;41;37;4; Beklemede;1,23;-2,56;0,52;315;0;1
;55502;1; 21.07.2020 12:27:51;1008,95;35,88;3657;30,87;457;41;37;4; Beklemede;1,2;-2,56;0,71;315;0;1
;55502;1; 21.07.2020 12:27:48;1009,04;35,09;3657;30,88;457;41;37;4; Beklemede;1,22;-2,57;0,55;315;0;1
;55502;1; 21.07.2020 12:27:45;1008,98;35,6;3657;30,88;457;41;37;4; Beklemede;1,2;-2,56;0,67;315;0;1
;55502;1; 21.07.2020 12:27:42;1009;35,44;3657;30,88;457;41;37;4; Beklemede;1,29;-2,56;0,54;315;0;1
;55502;1; 21.07.2020 12:27:39;1008,92;36,14;3657;30,87;457;41;37;4; Beklemede;1,23;-2,57;0,62;315;0;1
;55502;1; 21.07.2020 12:27:36;1008,98;35,65;3657;30,87;457;41;37;4; Beklemede;1,17;-2,57;0,61;315;0;1
;55502;1; 21.07.2020 12:27:33;1008,93;36,05;3657;30,86;457;41;37;4; Beklemede;1,26;-2,57;0,46;315;0;1
;55502;1; 21.07.2020 12:27:29;1008,95;35,78;3657;30,85;457;41;37;4; Beklemede;1,2;-2,57;0,64;315;0;1
;55502;1; 21.07.2020 12:27:27;1008,95;35,89;3657;30,84;457;41;37;4; Beklemede;1,19;-2,57;0,58;315;0;1
;55502;1; 21.07.2020 12:27:23;1008,97;35,67;3657;30,83;457;41;37;4; Beklemede;1,19;-2,57;0,54;315;0;1
;55502;1; 21.07.2020 12:27:20;1009,07;34,85;3657;30,82;457;41;37;4; Beklemede;1,25;-2,57;0,59;315;0;1
;55502;1; 21.07.2020 12:27:17;1008,87;36,52;3657;30,81;457;41;37;4; Beklemede;1,26;-2,57;0,48;315;0;1
;55502;1; 21.07.2020 12:27:14;1009,04;35,15;3657;30,81;457;41;37;4; Beklemede;1,25;-2,57;0,53;315;0;1
;55502;1; 21.07.2020 12:27:11;1008,92;36,11;3657;30,81;457;41;37;4; Beklemede;1,19;-2,57;0,55;315;0;1
;55502;1; 21.07.2020 12:27:08;1008,95;35,9;3657;30,82;457;41;37;4; Beklemede;1,17;-2,57;0,56;315;0;1
;55502;1; 21.07.2020 12:27:05;1009;35,48;3657;30,82;457;41;37;4; Beklemede;1,28;-2,57;0,53;315;0;1
;55502;1; 21.07.2020 12:27:02;1008,97;35,7;3657;30,83;457;41;37;4; Beklemede;1,32;-2,57;0,5;315;0;1
;55502;1; 21.07.2020 12:26:59;1008,95;35,87;3657;30,83;457;41;37;4; Beklemede;1,13;-2,57;0,58;315;0;1
;55502;1; 21.07.2020 12:26:56;1008,93;36;3657;30,83;457;41;37;4; Beklemede;1,16;-2,57;0,58;315;0;1
;55502;1; 21.07.2020 12:26:53;1008,96;35,74;3657;30,83;457;41;37;4; Beklemede;1,12;-2,57;0,63;315;0;1
;55502;1; 21.07.2020 12:26:50;1009,03;35,17;3657;30,83;457;41;37;4; Beklemede;1,21;-2,58;0,59;315;0;1
;55502;1; 21.07.2020 12:26:47;1009,05;35;3657;30,83;457;41;37;4; Beklemede;1,18;-2,58;0,59;315;0;1
;55502;1; 21.07.2020 12:26:44;1008,97;35,7;3657;30,83;457;41;37;4; Beklemede;1,19;-2,58;0,58;315;0;1
;55502;1; 21.07.2020 12:26:41;1008,92;36,07;3657;30,82;457;41;37;4; Beklemede;1,23;-2,58;0,6;315;0;1
;55502;1; 21.07.2020 12:26:37;1008,98;35,63;3657;30,82;457;41;37;4; Beklemede;1,25;-2,57;0,6;315;0;1
;55502;1; 21.07.2020 12:26:35;1009;35,48;3657;30,83;457;41;37;4; Beklemede;1,25;-2,57;0,62;315;0;1
;55502;1; 21.07.2020 12:26:31;1009,02;35,31;3657;30,82;457;41;37;4; Beklemede;1,29;-2,57;0,54;315;0;1
;55502;1; 21.07.2020 12:26:28;1009,04;35,15;3657;30,82;457;41;37;4; Beklemede;1,22;-2,57;0,68;315;0;1
;55502;1; 21.07.2020 12:26:25;1008,98;35,59;3657;30,82;457;41;37;4; Beklemede;1,18;-2,57;0,51;315;0;1
;55502;1; 21.07.2020 12:26:22;1008,98;35,59;3657;30,82;457;41;37;4; Beklemede;1,23;-2,57;0,58;315;0;1
;55502;1; 21.07.2020 12:26:19;1008,98;35,58;3657;30,81;457;41;37;4; Beklemede;1,22;-2,57;0,52;315;0;1
;55502;1; 21.07.2020 12:26:16;1009;35,48;3657;30,8;457;41;37;4; Beklemede;1,16;-2,57;0,61;315;0;1
;55502;1; 21.07.2020 12:26:13;1009;35,42;3657;30,81;457;41;37;4; Beklemede;1,26;-2,57;0,58;315;0;1
;55502;1; 21.07.2020 12:26:10;1008,98;35,58;3657;30,81;457;41;37;4; Beklemede;1,24;-2,57;0,48;315;0;1
;55502;1; 21.07.2020 12:26:07;1009,01;35,37;3657;30,8;457;41;37;4; Beklemede;1,23;-2,58;0,5;315;0;1
;55502;1; 21.07.2020 12:26:04;1008,92;36,13;3657;30,8;457;41;37;4; Beklemede;1,17;-2,58;0,76;315;0;1
;55502;1; 21.07.2020 12:26:01;1008,98;35,58;3657;30,79;457;41;37;4; Beklemede;1,23;-2,57;0,72;315;0;1
;55502;1; 21.07.2020 12:25:58;1008,98;35,62;3657;30,8;457;41;37;4; Beklemede;1,17;-2,57;0,5;315;0;1
;55502;1; 21.07.2020 12:25:55;1009,02;35,31;3657;30,79;457;41;37;4; Beklemede;1,15;-2,57;0,6;315;0;1
;55502;1; 21.07.2020 12:25:51;1008,92;36,09;3657;30,79;457;41;37;4; Beklemede;1,26;-2,57;0,61;315;0;1
;55502;1; 21.07.2020 12:25:49;1009,05;35,02;3657;30,79;457;41;37;4; Beklemede;1,25;-2,57;0,63;315;0;1
;55502;1; 21.07.2020 12:25:45;1009,07;34,85;3657;30,78;457;41;37;4; Beklemede;1,21;-2,57;0,6;315;0;1
;55502;1; 21.07.2020 12:25:43;1008,99;35,55;3657;30,78;457;41;37;4; Beklemede;1,18;-2,57;0,51;315;0;1
;55502;1; 21.07.2020 12:25:39;1009,01;35,36;3657;30,78;457;41;37;4; Beklemede;1,16;-2,57;0,67;315;0;1
;55502;1; 21.07.2020 12:25:36;1008,98;35,61;3657;30,78;457;41;37;4; Beklemede;1,22;-2,57;0,62;315;0;1
;55502;1; 21.07.2020 12:25:33;1008,97;35,7;3657;30,77;457;41;37;4; Beklemede;1,22;-2,57;0,55;315;0;1
;55502;1; 21.07.2020 12:25:30;1008,98;35,62;3657;30,78;457;41;37;4; Beklemede;1,15;-2,57;0,62;315;0;1
;55502;1; 21.07.2020 12:25:27;1009,01;35,35;3657;30,78;457;41;37;4; Beklemede;1,23;-2,57;0,47;315;0;1
;55502;1; 21.07.2020 12:25:24;1008,97;35,71;3657;30,77;457;41;37;4; Beklemede;1,22;-2,57;0,58;315;0;1
;55502;1; 21.07.2020 12:25:21;1008,91;36,21;3657;30,77;457;41;37;4; Beklemede;1,24;-2,57;0,44;315;0;1
;55502;1; 21.07.2020 12:25:18;1008,9;36,24;3657;30,77;457;41;37;4; Beklemede;1,08;-2,57;0,65;315;0;1
;55502;1; 21.07.2020 12:25:15;1008,86;36,62;3657;30,77;457;41;37;4; Beklemede;1,17;-2,57;0,64;315;0;1
;55502;1; 21.07.2020 12:25:12;1009,12;34,42;3657;30,77;457;41;37;4; Beklemede;1,16;-2,57;0,53;315;0;1
;55502;1; 21.07.2020 12:25:09;1008,96;35,81;3657;30,76;457;41;37;4; Beklemede;1,17;-2,57;0,54;315;0;1
;55502;1; 21.07.2020 12:25:06;1009,08;34,77;3657;30,77;457;41;37;4; Beklemede;1,14;-2,57;0,59;315;0;1
;55502;1; 21.07.2020 12:25:03;1009,06;34,94;3657;30,77;457;41;37;4; Beklemede;1,25;-2,57;0,68;315;0;1
;55502;1; 21.07.2020 12:24:59;1008,94;35,95;3657;30,77;457;41;37;4; Beklemede;1,2;-2,57;0,61;315;0;1
;55502;1; 21.07.2020 12:24:57;1008,9;36,3;3657;30,76;457;41;37;4; Beklemede;1,12;-2,57;0,64;315;0;1
;55502;1; 21.07.2020 12:24:53;1008,95;35,87;3657;30,77;457;41;37;4; Beklemede;1,18;-2,57;0,49;315;0;1
;55502;1; 21.07.2020 12:24:51;1008,97;35,73;3657;30,77;457;41;37;4; Beklemede;1,28;-2,57;0,54;315;0;1
;55502;1; 21.07.2020 12:24:47;1008,96;35,81;3657;30,77;457;41;37;4; Beklemede;1,24;-2,57;0,46;315;0;1
;55502;1; 21.07.2020 12:24:44;1008,91;36,19;3657;30,76;457;41;37;4; Beklemede;1,26;-2,57;0,56;315;0;1
;55502;1; 21.07.2020 12:24:41;1008,92;36,08;3657;30,77;457;41;37;4; Beklemede;1,27;-2,56;0,5;315;0;1
;55502;1; 21.07.2020 12:24:38;1008,98;35,65;3657;30,76;457;41;37;4; Beklemede;1,25;-2,56;0,51;315;0;1
;55502;1; 21.07.2020 12:24:35;1008,93;36,06;3657;30,77;457;41;37;4; Beklemede;1,12;-2,57;0,6;315;0;1
;55502;1; 21.07.2020 12:24:32;1008,86;36,57;3657;30,77;457;41;37;4; Beklemede;1,2;-2,57;0,52;315;0;1
;55502;1; 21.07.2020 12:24:29;1008,9;36,24;3657;30,76;457;41;37;4; Beklemede;1,25;-2,56;0,53;315;0;1
;55502;1; 21.07.2020 12:24:26;1009,08;34,77;3657;30,77;457;41;37;4; Beklemede;1,19;-2,57;0,51;315;0;1
;55502;1; 21.07.2020 12:24:23;1008,97;35,67;3657;30,77;457;41;37;4; Beklemede;1,18;-2,57;0,51;315;0;1
;55502;1; 21.07.2020 12:24:20;1009,03;35,22;3657;30,78;457;41;37;4; Beklemede;1,26;-2,57;0,54;315;0;1
;55502;1; 21.07.2020 12:24:17;1008,99;35,53;3657;30,78;457;41;37;4; Beklemede;1,18;-2,56;0,63;315;0;1
;55502;1; 21.07.2020 12:24:14;1009,06;34,98;3657;30,77;457;41;37;4; Beklemede;1,21;-2,56;0,62;315;0;1
;55502;1; 21.07.2020 12:24:11;1008,97;35,73;3657;30,78;457;41;37;4; Beklemede;1,18;-2,56;0,55;315;0;1
;55502;1; 21.07.2020 12:24:07;1008,96;35,75;3657;30,78;457;41;37;4; Beklemede;1,16;-2,57;0,62;315;0;1
;55502;1; 21.07.2020 12:24:05;1008,95;35,87;3657;30,78;457;41;37;4; Beklemede;1,23;-2,56;0,6;315;0;1
;55502;1; 21.07.2020 12:24:01;1008,99;35,54;3657;30,78;457;41;37;4; Beklemede;1,13;-2,56;0,58;315;0;1
;55502;1; 21.07.2020 12:23:59;1009;35,41;3657;30,78;457;41;37;4; Beklemede;1,12;-2,56;0,66;315;0;1
;55502;1; 21.07.2020 12:23:55;1009;35,44;3657;30,78;457;41;37;4; Beklemede;1,27;-2,56;0,53;315;0;1
;55502;1; 21.07.2020 12:23:52;1008,97;35,67;3657;30,78;457;41;37;4; Beklemede;1,23;-2,56;0,6;315;0;1
;55502;1; 21.07.2020 12:23:49;1008,94;35,91;3657;30,78;457;41;37;4; Beklemede;1,16;-2,57;0,54;315;0;1
;55502;1; 21.07.2020 12:23:46;1009,08;34,77;3657;30,78;457;41;37;4; Beklemede;1,22;-2,56;0,69;315;0;1
;55502;1; 21.07.2020 12:23:43;1008,97;35,67;3657;30,79;457;41;37;4; Beklemede;1,18;-2,56;0,62;315;0;1
;55502;1; 21.07.2020 12:23:40;1008,94;35,95;3657;30,79;457;41;37;4; Beklemede;1,23;-2,56;0,48;315;0;1
;55502;1; 21.07.2020 12:23:37;1009,04;35,15;3657;30,79;457;41;37;4; Beklemede;1,16;-2,56;0,64;315;0;1
;55502;1; 21.07.2020 12:23:34;1009,02;35,15;3657;30,79;457;41;37;4; Beklemede;1,18;-2,57;0,65;315;0;1
;55502;1; 21.07.2020 12:23:31;1009,07;34,89;3657;30,79;457;41;37;4; Beklemede;1,2;-2,57;0,58;315;0;1
;55502;1; 21.07.2020 12:23:28;1009,06;34,95;3657;30,79;457;41;37;4; Beklemede;1,22;-2,56;0,6;315;0;1
;55502;1; 21.07.2020 12:23:25;1009,05;35;3657;30,8;457;41;37;4; Beklemede;1,18;-2,57;0,5;315;0;1
;55502;1; 21.07.2020 12:23:22;1009,02;35,29;3657;30,8;457;41;37;4; Beklemede;1,21;-2,56;0,66;315;0;1
;55502;1; 21.07.2020 12:23:19;1009,03;35,19;3657;30,79;457;41;37;4; Beklemede;1,16;-2,57;0,48;315;0;1
;55502;1; 21.07.2020 12:23:15;1009,01;35,33;3657;30,8;457;41;37;4; Beklemede;1,12;-2,56;0,63;315;0;1
;55502;1; 21.07.2020 12:23:13;1009,02;35,31;3657;30,8;457;41;37;4; Beklemede;1,32;-2,56;0,52;315;0;1
;55502;1; 21.07.2020 12:23:09;1008,98;35,49;3657;30,81;457;41;37;4; Beklemede;1,22;-2,56;0,6;315;0;1
;55502;1; 21.07.2020 12:23:06;1009;35,41;3657;30,8;457;41;37;4; Beklemede;1,24;-2,56;0,56;315;0;1
;55502;1; 21.07.2020 12:23:03;1009;35,42;3657;30,8;457;41;37;4; Beklemede;1,2;-2,56;0,37;315;0;1
;55502;1; 21.07.2020 12:23:00;1009,05;35,02;3657;30,8;457;41;37;4; Beklemede;1,17;-2,56;0,52;315;0;1
;55502;1; 21.07.2020 12:22:57;1008,98;35,6;3657;30,8;457;41;37;4; Beklemede;1,19;-2,56;0,5;315;0;1
;55502;1; 21.07.2020 12:22:54;1008,9;36,26;3657;30,8;457;41;37;4; Beklemede;1,17;-2,56;0,51;315;0;1
;55502;1; 21.07.2020 12:22:51;1009,07;34,89;3657;30,81;457;41;37;4; Beklemede;1,32;-2,56;0,35;315;0;1
;55502;1; 21.07.2020 12:22:48;1009,14;34,28;3657;30,82;457;41;37;4; Beklemede;1,24;-2,56;0,53;315;0;1
;55502;1; 21.07.2020 12:22:45;1008,98;35,54;3657;30,83;457;41;37;4; Beklemede;1,21;-2,57;0,54;315;0;1
;55502;1; 21.07.2020 12:22:42;1009,05;35,04;3657;30,83;457;41;37;4; Beklemede;1,23;-2,56;0,6;315;0;1
;55502;1; 21.07.2020 12:22:39;1009,07;34,89;3657;30,83;457;41;37;4; Beklemede;1,26;-2,57;0,67;315;0;1
;55502;1; 21.07.2020 12:22:36;1009,06;34,92;3657;30,83;457;41;37;4; Beklemede;1,18;-2,57;0,51;315;0;1
;55502;1; 21.07.2020 12:22:33;1009,06;34,97;3657;30,83;457;41;37;4; Beklemede;1,23;-2,57;0,36;315;0;1
;55502;1; 21.07.2020 12:22:30;1009,02;35,31;3657;30,83;457;41;37;4; Beklemede;1,24;-2,57;0,53;315;0;1
;55502;1; 21.07.2020 12:22:27;1009,01;35,4;3657;30,82;457;41;37;4; Beklemede;1,24;-2,56;0,51;315;0;1
;55502;1; 21.07.2020 12:22:24;1008,96;35,76;3657;30,83;457;41;37;4; Beklemede;1,14;-2,57;0,52;315;0;1
;55502;1; 21.07.2020 12:22:21;1009,03;35,22;3657;30,84;457;41;37;4; Beklemede;1,18;-2,57;0,51;315;0;1
;55502;1; 21.07.2020 12:22:17;1009,02;35,32;3657;30,84;457;41;37;4; Beklemede;1,16;-2,57;0,57;315;0;1
;55502;1; 21.07.2020 12:22:14;1009;35,45;3657;30,83;457;41;37;4; Beklemede;1,21;-2,56;0,63;315;0;1
;55502;1; 21.07.2020 12:22:11;1009,02;35,3;3657;30,84;457;41;37;4; Beklemede;1,19;-2,56;0,64;315;0;1
;55502;1; 21.07.2020 12:22:08;1009,01;35,37;3657;30,84;457;41;37;4; Beklemede;1,2;-2,56;0,53;315;0;1
;55502;1; 21.07.2020 12:22:05;1009,04;35,12;3657;30,83;457;41;37;4; Beklemede;1,24;-2,56;0,58;315;0;1
;55502;1; 21.07.2020 12:22:02;1009,01;35,37;3657;30,83;457;41;37;4; Beklemede;1,29;-2,56;0,5;315;0;1
;55502;1; 21.07.2020 12:21:59;1009;35,41;3657;30,82;457;41;37;4; Beklemede;1,15;-2,57;0,6;315;0;1
;55502;1; 21.07.2020 12:21:56;1009,01;35,38;3657;30,83;457;41;37;4; Beklemede;1,16;-2,57;0,51;315;0;1
;55502;1; 21.07.2020 12:21:53;1009,04;35,15;3657;30,83;457;41;37;4; Beklemede;1,23;-2,56;0,55;315;0;1
;55502;1; 21.07.2020 12:21:50;1008,99;35,53;3657;30,84;457;41;37;4; Beklemede;1,25;-2,56;0,56;315;0;1
;55502;1; 21.07.2020 12:21:47;1009,02;35,25;3657;30,84;457;41;37;4; Beklemede;1,23;-2,57;0,57;315;0;1
;55502;1; 21.07.2020 12:21:44;1009;35,42;3657;30,83;457;41;37;4; Beklemede;1,22;-2,57;0,46;315;0;1
;55502;1; 21.07.2020 12:21:41;1009,03;35,22;3657;30,84;457;41;37;4; Beklemede;1,16;-2,57;0,51;315;0;1
;55502;1; 21.07.2020 12:21:38;1008,99;35,51;3657;30,83;457;41;37;4; Beklemede;1,21;-2,57;0,53;315;0;1
;55502;1; 21.07.2020 12:21:35;1009,05;35;3657;30,84;457;41;37;4; Beklemede;1,2;-2,57;0,61;315;0;1
;55502;1; 21.07.2020 12:21:32;1009;35,45;3657;30,84;457;41;37;4; Beklemede;1,22;-2,56;0,45;315;0;1
;55502;1; 21.07.2020 12:21:29;1009,01;35,4;3657;30,83;457;41;37;4; Beklemede;1,18;-2,56;0,45;315;0;1
;55502;1; 21.07.2020 12:21:26;1009,02;35,31;3657;30,82;457;41;37;4; Beklemede;1,18;-2,57;0,52;315;0;1
;55502;1; 21.07.2020 12:21:22;1008,95;35,86;3657;30,83;457;41;37;4; Beklemede;1,16;-2,57;0,53;315;0;1
;55502;1; 21.07.2020 12:21:19;1009;35,42;3657;30,82;457;41;37;4; Beklemede;1,26;-2,56;0,5;315;0;1
;55502;1; 21.07.2020 12:21:16;1009,05;35,05;3657;30,83;457;41;37;4; Beklemede;1,17;-2,56;0,59;315;0;1
;55502;1; 21.07.2020 12:21:13;1009,04;35,08;3657;30,82;457;41;37;4; Beklemede;1,3;-2,56;0,47;315;0;1
;55502;1; 21.07.2020 12:21:10;1008,98;35,65;3657;30,82;457;41;37;4; Beklemede;1,2;-2,57;0,59;315;0;1
;55502;1; 21.07.2020 12:21:07;1009,01;35,34;3657;30,81;457;41;37;4; Beklemede;1,13;-2,56;0,6;315;0;1
;55502;1; 21.07.2020 12:21:04;1008,97;35,7;3657;30,82;457;41;37;4; Beklemede;1,08;-2,56;0,68;315;0;1
;55502;1; 21.07.2020 12:21:01;1008,97;35,72;3657;30,8;457;41;37;4; Beklemede;1,15;-2,57;0,52;315;0;1
;55502;1; 21.07.2020 12:20:58;1009,03;35,21;3657;30,79;457;41;37;4; Beklemede;1,2;-2,57;0,59;315;0;1
;55502;1; 21.07.2020 12:20:55;1008,98;35,61;3657;30,79;457;41;37;4; Beklemede;1,18;-2,56;0,64;315;0;1
;55502;1; 21.07.2020 12:20:52;1008,94;35,97;3657;30,8;457;41;37;4; Beklemede;1,22;-2,56;0,6;315;0;1
;55502;1; 21.07.2020 12:20:49;1008,99;35,55;3657;30,78;457;41;37;4; Beklemede;1,2;-2,56;0,54;315;0;1
;55502;1; 21.07.2020 12:20:46;1008,97;35,71;3657;30,79;457;41;37;4; Beklemede;1,16;-2,56;0,59;315;0;1
;55502;1; 21.07.2020 12:20:43;1008,98;35,62;3657;30,79;457;41;37;4; Beklemede;1,3;-2,57;0,41;315;0;1
;55502;1; 21.07.2020 12:20:40;1009,02;35,25;3657;30,79;457;41;37;4; Beklemede;1,13;-2,57;0,51;315;0;1
;55502;1; 21.07.2020 12:20:37;1009,01;35,36;3657;30,79;457;41;37;4; Beklemede;1,17;-2,56;0,61;315;0;1
;55502;1; 21.07.2020 12:20:33;1009,09;34,73;3657;30,79;457;41;37;4; Beklemede;1,16;-2,56;0,58;315;0;1
;55502;1; 21.07.2020 12:20:30;1009,03;35,21;3657;30,78;457;41;37;4; Beklemede;1,18;-2,56;0,61;315;0;1
;55502;1; 21.07.2020 12:20:27;1009;35,42;3657;30,78;457;41;37;4; Beklemede;1,21;-2,57;0,62;315;0;1
;55502;1; 21.07.2020 12:20:24;1009,07;34,88;3657;30,78;457;41;37;4; Beklemede;1,18;-2,56;0,66;315;0;1
;55502;1; 21.07.2020 12:20:21;1009,08;34,74;3657;30,79;457;41;37;4; Beklemede;1,13;-2,57;0,53;315;0;1
;55502;1; 21.07.2020 12:20:18;1009,04;35,07;3657;30,79;457;41;37;4; Beklemede;1,25;-2,57;0,6;315;0;1
;55502;1; 21.07.2020 12:20:15;1008,96;35,74;3657;30,8;457;41;37;4; Beklemede;1,31;-2,56;0,61;315;0;1
;55502;1; 21.07.2020 12:20:12;1008,95;35,9;3657;30,8;457;41;37;4; Beklemede;1,17;-2,57;0,54;315;0;1
;55502;1; 21.07.2020 12:20:09;1008,94;35,92;3657;30,8;457;41;37;4; Beklemede;1,2;-2,57;0,6;315;0;1
;55502;1; 21.07.2020 12:20:06;1008,96;35,77;3657;30,79;457;41;37;4; Beklemede;1,15;-2,57;0,55;315;0;1
;55502;1; 21.07.2020 12:20:03;1009;35,43;3657;30,79;457;41;37;4; Beklemede;1,3;-2,57;0,55;315;0;1
;55502;1; 21.07.2020 12:20:00;1009,11;34,54;3657;30,79;457;41;37;4; Beklemede;1,27;-2,57;0,6;315;0;1
;55502;1; 21.07.2020 12:19:57;1009,08;34,79;3657;30,79;457;41;37;4; Beklemede;1,12;-2,57;0,68;315;0;1
;55502;1; 21.07.2020 12:19:54;1009,04;35,14;3657;30,8;457;41;37;4; Beklemede;1,26;-2,57;0,55;315;0;1
;55502;1; 21.07.2020 12:19:51;1009,04;35,11;3657;30,79;457;41;37;4; Beklemede;1,19;-2,57;0,66;315;0;1
;55502;1; 21.07.2020 12:17:51;1009,06;34,96;3657;30,74;457;41;37;4; Beklemede;1,15;-2,56;0,57;315;0;1
;55502;1; 21.07.2020 12:17:48;1009,03;35,22;3657;30,74;457;41;37;4; Beklemede;1,24;-2,56;0,62;315;0;1
;55502;1; 21.07.2020 12:17:45;1009,02;35,32;3657;30,75;457;41;37;4; Beklemede;1,18;-2,56;0,6;315;0;1
;55502;1; 21.07.2020 12:17:42;1008,99;35,56;3657;30,74;457;41;37;4; Beklemede;1,26;-2,56;0,61;315;0;1
;55502;1; 21.07.2020 12:17:39;1009,02;35,25;3657;30,73;457;41;37;4; Beklemede;1,13;-2,56;0,61;315;0;1
;55502;1; 21.07.2020 12:17:36;1009,01;35,33;3657;30,74;457;41;37;4; Beklemede;1,14;-2,56;0,7;315;0;1
;55502;1; 21.07.2020 12:17:33;1009,07;34,9;3657;30,75;457;41;37;4; Beklemede;1,21;-2,55;0,46;315;0;1
;55502;1; 21.07.2020 11:57:02;1008,97;35,66;3657;30,75;457;41;37;0; Beklemede;1,12;-2,11;0,64;315;0;0
;55502;1; 21.07.2020 11:56:59;1008,95;35,87;3657;30,74;457;41;37;0; Beklemede;1,15;-2,11;0,46;315;0;0
;55502;1; 21.07.2020 11:56:56;1009,02;35,32;3657;30,73;457;41;37;0; Beklemede;1,17;-2,11;0,64;315;0;0
;55502;1; 21.07.2020 11:56:53;1009,08;34,82;3657;30,74;457;41;37;0; Beklemede;1,14;-2,11;0,69;315;0;0
;55502;1; 21.07.2020 11:56:50;1009,08;34,79;3657;30,74;457;41;37;0; Beklemede;1,12;-2,11;0,63;315;0;0
;55502;1; 21.07.2020 11:56:47;1009,08;34,82;3657;30,74;457;41;37;0; Beklemede;1,26;-2,12;0,58;315;0;0
;55502;1; 21.07.2020 11:56:44;1009,02;35,25;3657;30,75;457;41;37;0; Beklemede;1,21;-2,12;0,53;315;0;0
;55502;1; 21.07.2020 11:56:41;1009;35,43;3657;30,74;457;41;37;0; Beklemede;1,22;-2,11;0,66;315;0;0
;55502;1; 21.07.2020 11:47:40;1009,07;34,88;3657;30,92;457;41;37;0; Beklemede;1,08;0,51;0,62;315;0;0
;55502;1; 21.07.2020 11:47:36;1009,08;34,76;3657;30,92;457;41;37;0; Beklemede;1,06;0,51;0,76;315;0;0
;55502;1; 21.07.2020 11:47:33;1008,98;35,62;3657;30,91;457;41;37;0; Beklemede;1,24;0,51;0,53;315;0;0
;55502;1; 21.07.2020 11:47:30;1009;35,47;3657;30,92;457;41;37;0; Beklemede;1,12;0,5;0,71;315;0;0
;55502;1; 21.07.2020 11:47:27;1008,97;35,71;3657;30,93;457;41;37;0; Beklemede;1,07;0,5;0,72;315;0;0
;55502;1; 21.07.2020 11:47:24;1008,88;36,43;3657;30,93;457;41;37;0; Beklemede;1,18;0,49;0,65;315;0;0
;55502;1; 21.07.2020 11:47:21;1008,93;36,04;3657;30,93;457;41;37;0; Beklemede;1,18;0,48;0,61;315;0;0
;55502;1; 21.07.2020 11:47:18;1009,05;34,99;3657;30,94;457;41;37;0; Beklemede;1,09;0,48;0,64;315;0;0
;55502;1; 21.07.2020 11:47:15;1009;35,46;3657;30,95;457;41;37;0; Beklemede;1,24;0,48;0,61;315;0;0
;55502;1; 21.07.2020 11:47:12;1009,02;35,32;3657;30,95;457;41;37;0; Beklemede;1,1;0,48;0,62;315;0;0
;55502;1; 21.07.2020 11:47:09;1009;35,44;3657;30,94;457;41;37;0; Beklemede;1,09;0,47;0,67;315;0;0
;55502;1; 21.07.2020 11:47:06;1009,03;35,22;3657;30,95;457;41;37;0; Beklemede;1,14;0,47;0,67;315;0;0
;55502;1; 21.07.2020 11:47:03;1009,01;35,34;3657;30,95;457;41;37;0; Beklemede;1,15;0,46;0,63;315;0;0
;55502;1; 21.07.2020 11:47:00;1008,99;35,5;3657;30,95;457;41;37;0; Beklemede;1,1;0,46;0,61;315;0;0
